c:\Users\danil\Work\exercises-python\description.en.yml,description.en.yml,en,748
c:\Users\danil\Work\exercises-python\description.es.yml,description.es.yml,es,869
c:\Users\danil\Work\exercises-python\description.ru.yml,description.ru.yml,ru,776
c:\Users\danil\Work\exercises-python\drafts\description.en.yml,description.en.yml,en,526
c:\Users\danil\Work\exercises-python\drafts\10-basics\description.en.yml,description.en.yml,en,606
c:\Users\danil\Work\exercises-python\drafts\10-basics\10-hello-world\description.en.yml,description.en.yml,en,1157
c:\Users\danil\Work\exercises-python\drafts\10-basics\20-comments\description.en.yml,description.en.yml,en,1068
c:\Users\danil\Work\exercises-python\drafts\10-basics\30-instructions\description.en.yml,description.en.yml,en,2362
c:\Users\danil\Work\exercises-python\drafts\10-basics\40-testing\description.en.yml,description.en.yml,en,3875
c:\Users\danil\Work\exercises-python\drafts\10-basics\50-syntax-errors\description.en.yml,description.en.yml,en,1737
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\description.en.yml,description.en.yml,en,516
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\20-basic\description.en.yml,description.en.yml,en,2524
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\25-operator\description.en.yml,description.en.yml,en,2235
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\27-commutativity\description.en.yml,description.en.yml,en,1117
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\30-composition\description.en.yml,description.en.yml,en,812
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\40-priority\description.en.yml,description.en.yml,en,2159
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\43-float\description.en.yml,description.en.yml,en,1724
c:\Users\danil\Work\exercises-python\drafts\20-arithmetics\45-linting\description.en.yml,description.en.yml,en,2275
c:\Users\danil\Work\exercises-python\drafts\25-strings\description.en.yml,description.en.yml,en,356
c:\Users\danil\Work\exercises-python\drafts\25-strings\10-quotes\description.en.yml,description.en.yml,en,3502
c:\Users\danil\Work\exercises-python\drafts\25-strings\15-escape-characters\description.en.yml,description.en.yml,en,4092
c:\Users\danil\Work\exercises-python\drafts\25-strings\20-string-concatenation\description.en.yml,description.en.yml,en,1471
c:\Users\danil\Work\exercises-python\drafts\25-strings\30-encoding\description.en.yml,description.en.yml,en,2829
c:\Users\danil\Work\exercises-python\drafts\30-variables\description.en.yml,description.en.yml,en,224
c:\Users\danil\Work\exercises-python\drafts\30-variables\10-definition\description.en.yml,description.en.yml,en,2579
c:\Users\danil\Work\exercises-python\drafts\30-variables\12-change\description.en.yml,description.en.yml,en,1317
c:\Users\danil\Work\exercises-python\drafts\30-variables\13-variables-naming\description.en.yml,description.en.yml,en,1944
c:\Users\danil\Work\exercises-python\drafts\30-variables\14-errors\description.en.yml,description.en.yml,en,1339
c:\Users\danil\Work\exercises-python\drafts\30-variables\15-variables-expressions\description.en.yml,description.en.yml,en,3825
c:\Users\danil\Work\exercises-python\drafts\30-variables\18-variable-concatenation\description.en.yml,description.en.yml,en,2093
c:\Users\danil\Work\exercises-python\drafts\30-variables\19-naming-style\description.en.yml,description.en.yml,en,1549
c:\Users\danil\Work\exercises-python\drafts\30-variables\20-magic-numbers\description.en.yml,description.en.yml,en,3063
c:\Users\danil\Work\exercises-python\drafts\30-variables\23-constants\description.en.yml,description.en.yml,en,782
c:\Users\danil\Work\exercises-python\drafts\31-advanced-strings\description.en.yml,description.en.yml,en,152
c:\Users\danil\Work\exercises-python\drafts\31-advanced-strings\25-interpolation\description.en.yml,description.en.yml,en,2049
c:\Users\danil\Work\exercises-python\drafts\31-advanced-strings\30-symbols\description.en.yml,description.en.yml,en,2622
c:\Users\danil\Work\exercises-python\drafts\31-advanced-strings\70-slices\description.en.yml,description.en.yml,en,3666
c:\Users\danil\Work\exercises-python\drafts\31-advanced-strings\90-multiline-strings\description.en.yml,description.en.yml,en,2071
c:\Users\danil\Work\exercises-python\drafts\33-data-types\description.en.yml,description.en.yml,en,315
c:\Users\danil\Work\exercises-python\drafts\33-data-types\40-primitive-data-types\description.en.yml,description.en.yml,en,2943
c:\Users\danil\Work\exercises-python\drafts\33-data-types\50-strong-typing\description.en.yml,description.en.yml,en,1819
c:\Users\danil\Work\exercises-python\drafts\33-data-types\52-data-types-immutability\description.en.yml,description.en.yml,en,1472
c:\Users\danil\Work\exercises-python\drafts\33-data-types\55-data-types-casting\description.en.yml,description.en.yml,en,1962
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\description.en.yml,description.en.yml,en,507
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\100-call\description.en.yml,description.en.yml,en,3250
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\120-function-signature\description.en.yml,description.en.yml,en,2390
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\135-calling-functions-default-arguments\description.en.yml,description.en.yml,en,1275
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\150-calling-funcitons-expression\description.en.yml,description.en.yml,en,2643
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\180-variadic-parameters\description.en.yml,description.en.yml,en,1173
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\270-deterministic\description.en.yml,description.en.yml,en,2300
c:\Users\danil\Work\exercises-python\drafts\35-calling-functions\900-stdlib\description.en.yml,description.en.yml,en,1977
c:\Users\danil\Work\exercises-python\drafts\38-objects\description.en.yml,description.en.yml,en,519
c:\Users\danil\Work\exercises-python\drafts\38-objects\100-objects\description.en.yml,description.en.yml,en,3820
c:\Users\danil\Work\exercises-python\drafts\38-objects\200-methods-immutability\description.en.yml,description.en.yml,en,1002
c:\Users\danil\Work\exercises-python\drafts\38-objects\300-method-expressions\description.en.yml,description.en.yml,en,985
c:\Users\danil\Work\exercises-python\drafts\38-objects\500-method-chain\description.en.yml,description.en.yml,en,2320
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\description.en.yml,description.en.yml,en,522
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\100-define-function\description.en.yml,description.en.yml,en,2783
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\200-return\description.en.yml,description.en.yml,en,4011
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\300-parameters\description.en.yml,description.en.yml,en,4707
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\400-default-parameters\description.en.yml,description.en.yml,en,3045
c:\Users\danil\Work\exercises-python\drafts\40-define-functions\500-named-arguments\description.en.yml,description.en.yml,en,2170
c:\Users\danil\Work\exercises-python\drafts\45-logic\description.en.yml,description.en.yml,en,394
c:\Users\danil\Work\exercises-python\drafts\45-logic\10-bool-type\description.en.yml,description.en.yml,en,2655
c:\Users\danil\Work\exercises-python\drafts\45-logic\15-predicates\description.en.yml,description.en.yml,en,1169
c:\Users\danil\Work\exercises-python\drafts\45-logic\20-logic-combine-expressions\description.en.yml,description.en.yml,en,2714
c:\Users\danil\Work\exercises-python\drafts\45-logic\25-logical-operators\description.en.yml,description.en.yml,en,4724
c:\Users\danil\Work\exercises-python\drafts\45-logic\28-logical-negation\description.en.yml,description.en.yml,en,2092
c:\Users\danil\Work\exercises-python\drafts\45-logic\90-logical-expressions\description.en.yml,description.en.yml,en,5681
c:\Users\danil\Work\exercises-python\drafts\48-conditionals\description.en.yml,description.en.yml,en,425
c:\Users\danil\Work\exercises-python\drafts\48-conditionals\30-if\description.en.yml,description.en.yml,en,1747
c:\Users\danil\Work\exercises-python\drafts\48-conditionals\40-if-else\description.en.yml,description.en.yml,en,2625
c:\Users\danil\Work\exercises-python\drafts\48-conditionals\50-else-if\description.en.yml,description.en.yml,en,2998
c:\Users\danil\Work\exercises-python\drafts\48-conditionals\60-ternary-operator\description.en.yml,description.en.yml,en,1965
c:\Users\danil\Work\exercises-python\drafts\50-loops\description.en.yml,description.en.yml,en,541
c:\Users\danil\Work\exercises-python\drafts\50-loops\10-while\description.en.yml,description.en.yml,en,5435
c:\Users\danil\Work\exercises-python\drafts\50-loops\20-aggregation-numbers\description.en.yml,description.en.yml,en,3683
c:\Users\danil\Work\exercises-python\drafts\50-loops\23-aggregation-strings\description.en.yml,description.en.yml,en,1238
c:\Users\danil\Work\exercises-python\drafts\50-loops\25-iteration-over-string\description.en.yml,description.en.yml,en,1151
c:\Users\danil\Work\exercises-python\drafts\50-loops\26-conditions-inside-loops\description.en.yml,description.en.yml,en,1710
c:\Users\danil\Work\exercises-python\drafts\50-loops\28-build-string\description.en.yml,description.en.yml,en,3189
c:\Users\danil\Work\exercises-python\drafts\50-loops\29-edge-cases\description.en.yml,description.en.yml,en,3260
c:\Users\danil\Work\exercises-python\drafts\50-loops\30-syntactic-sugar\description.en.yml,description.en.yml,en,981
c:\Users\danil\Work\exercises-python\drafts\50-loops\55-return-from-loops\description.en.yml,description.en.yml,en,2225
c:\Users\danil\Work\exercises-python\drafts\50-loops\70-for\description.en.yml,description.en.yml,en,3000
c:\Users\danil\Work\exercises-python\modules\10-basics\description.en.yml,description.en.yml,en,586
c:\Users\danil\Work\exercises-python\modules\10-basics\description.es.yml,description.es.yml,es,833
c:\Users\danil\Work\exercises-python\modules\10-basics\description.ru.yml,description.ru.yml,ru,606
c:\Users\danil\Work\exercises-python\modules\10-basics\10-hello-world\description.en.yml,description.en.yml,en,1157
c:\Users\danil\Work\exercises-python\modules\10-basics\10-hello-world\description.es.yml,description.es.yml,es,1272
c:\Users\danil\Work\exercises-python\modules\10-basics\10-hello-world\description.ru.yml,description.ru.yml,ru,1110
c:\Users\danil\Work\exercises-python\modules\10-basics\20-comments\description.en.yml,description.en.yml,en,1068
c:\Users\danil\Work\exercises-python\modules\10-basics\20-comments\description.es.yml,description.es.yml,es,1361
c:\Users\danil\Work\exercises-python\modules\10-basics\20-comments\description.ru.yml,description.ru.yml,ru,1169
c:\Users\danil\Work\exercises-python\modules\10-basics\30-instructions\description.en.yml,description.en.yml,en,2362
c:\Users\danil\Work\exercises-python\modules\10-basics\30-instructions\description.es.yml,description.es.yml,es,2574
c:\Users\danil\Work\exercises-python\modules\10-basics\30-instructions\description.ru.yml,description.ru.yml,ru,2292
c:\Users\danil\Work\exercises-python\modules\10-basics\40-testing\description.en.yml,description.en.yml,en,3875
c:\Users\danil\Work\exercises-python\modules\10-basics\40-testing\description.es.yml,description.es.yml,es,4457
c:\Users\danil\Work\exercises-python\modules\10-basics\40-testing\description.ru.yml,description.ru.yml,ru,3871
c:\Users\danil\Work\exercises-python\modules\10-basics\50-syntax-errors\description.en.yml,description.en.yml,en,1737
c:\Users\danil\Work\exercises-python\modules\10-basics\50-syntax-errors\description.es.yml,description.es.yml,es,2032
c:\Users\danil\Work\exercises-python\modules\10-basics\50-syntax-errors\description.ru.yml,description.ru.yml,ru,1856
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\description.en.yml,description.en.yml,en,523
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\description.es.yml,description.es.yml,es,589
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\description.ru.yml,description.ru.yml,ru,516
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\20-basic\description.en.yml,description.en.yml,en,2524
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\20-basic\description.es.yml,description.es.yml,es,3088
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\20-basic\description.ru.yml,description.ru.yml,ru,2761
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\25-operator\description.en.yml,description.en.yml,en,2235
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\25-operator\description.es.yml,description.es.yml,es,2379
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\25-operator\description.ru.yml,description.ru.yml,ru,2247
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\27-commutativity\description.en.yml,description.en.yml,en,1117
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\27-commutativity\description.es.yml,description.es.yml,es,1268
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\27-commutativity\description.ru.yml,description.ru.yml,ru,1210
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\30-composition\description.en.yml,description.en.yml,en,812
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\30-composition\description.es.yml,description.es.yml,es,1037
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\30-composition\description.ru.yml,description.ru.yml,ru,974
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\40-priority\description.en.yml,description.en.yml,en,2159
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\40-priority\description.es.yml,description.es.yml,es,2499
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\40-priority\description.ru.yml,description.ru.yml,ru,2194
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\43-float\description.en.yml,description.en.yml,en,1724
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\43-float\description.es.yml,description.es.yml,es,1987
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\43-float\description.ru.yml,description.ru.yml,ru,1810
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\45-linting\description.en.yml,description.en.yml,en,2275
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\45-linting\description.es.yml,description.es.yml,es,2658
c:\Users\danil\Work\exercises-python\modules\20-arithmetics\45-linting\description.ru.yml,description.ru.yml,ru,2341
